Domaine,Zone,Élément,Produit,Année,Unité,Valeur
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Dattes","2017","tonnes","234.97"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Dattes","2017","tonnes","39.16"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Production","Epinards","2017","tonnes","73774"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Epinards","2017","tonnes","20219.03"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Epinards","2017","tonnes","8725.25"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Epinards","2017","tonnes","14098.95"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Epinards","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Epinards","2017","tonnes","71168.83"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Epinards","2017","Kcal/personne/jour","0.45"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Epinards","2017","g/personne/jour","2.36"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Epinards","2017","g/personne/jour","0.05"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Epinards","2017","g/personne/jour","0.01"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Epinards","2017","million kcal","13465.14"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Epinards","2017","tonnes","1530.13"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Epinards","2017","tonnes","244.82"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Escargots, autres que de mer, frais, réfrigérés, congelés, séchés, salés ou en saumure","2017","tonnes","29.95"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Escargots, autres que de mer, frais, réfrigérés, congelés, séchés, salés ou en saumure","2017","tonnes","4.87"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Escargots, autres que de mer, frais, réfrigérés, congelés, séchés, salés ou en saumure","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Escargots, autres que de mer, frais, réfrigérés, congelés, séchés, salés ou en saumure","2017","tonnes","25.08"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Escargots, autres que de mer, frais, réfrigérés, congelés, séchés, salés ou en saumure","2017","Kcal/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Escargots, autres que de mer, frais, réfrigérés, congelés, séchés, salés ou en saumure","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Escargots, autres que de mer, frais, réfrigérés, congelés, séchés, salés ou en saumure","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Escargots, autres que de mer, frais, réfrigérés, congelés, séchés, salés ou en saumure","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Escargots, autres que de mer, frais, réfrigérés, congelés, séchés, salés ou en saumure","2017","million kcal","17.28"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Escargots, autres que de mer, frais, réfrigérés, congelés, séchés, salés ou en saumure","2017","tonnes","3.18"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Escargots, autres que de mer, frais, réfrigérés, congelés, séchés, salés ou en saumure","2017","tonnes","0.27"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Extraits de jus de viande, de poissons ou de crustacés, de mollusques ou d’autres invertébrés aquatiques","2017","tonnes","1186.5"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Extraits de jus de viande, de poissons ou de crustacés, de mollusques ou d’autres invertébrés aquatiques","2017","tonnes","342.45"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Extraits de jus de viande, de poissons ou de crustacés, de mollusques ou d’autres invertébrés aquatiques","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Extraits de jus de viande, de poissons ou de crustacés, de mollusques ou d’autres invertébrés aquatiques","2017","tonnes","844.05"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Extraits de jus de viande, de poissons ou de crustacés, de mollusques ou d’autres invertébrés aquatiques","2017","Kcal/personne/jour","0.03"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Extraits de jus de viande, de poissons ou de crustacés, de mollusques ou d’autres invertébrés aquatiques","2017","g/personne/jour","0.03"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Extraits de jus de viande, de poissons ou de crustacés, de mollusques ou d’autres invertébrés aquatiques","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Extraits de jus de viande, de poissons ou de crustacés, de mollusques ou d’autres invertébrés aquatiques","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Extraits de jus de viande, de poissons ou de crustacés, de mollusques ou d’autres invertébrés aquatiques","2017","million kcal","759.65"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Extraits de jus de viande, de poissons ou de crustacés, de mollusques ou d’autres invertébrés aquatiques","2017","tonnes","127.45"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Extraits de jus de viande, de poissons ou de crustacés, de mollusques ou d’autres invertébrés aquatiques","2017","tonnes","10.13"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Extraits, essences et concentrés de café, de thé ou de maté et préparations à base de ces produits ou à base de thé ou maté","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Extraits, essences et concentrés de café, de thé ou de maté et préparations à base de ces produits ou à base de thé ou maté","2017","tonnes","8113.09"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Extraits, essences et concentrés de café, de thé ou de maté et préparations à base de ces produits ou à base de thé ou maté","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Extraits, essences et concentrés de café, de thé ou de maté et préparations à base de ces produits ou à base de thé ou maté","2017","tonnes","13191.42"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Extraits, essences et concentrés de café, de thé ou de maté et préparations à base de ces produits ou à base de thé ou maté","2017","tonnes","-5078"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Extraits, essences et concentrés de café, de thé ou de maté et préparations à base de ces produits ou à base de thé ou maté","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Extraits, essences et concentrés de café, de thé ou de maté et préparations à base de ces produits ou à base de thé ou maté","2017","Kcal/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Extraits, essences et concentrés de café, de thé ou de maté et préparations à base de ces produits ou à base de thé ou maté","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Extraits, essences et concentrés de café, de thé ou de maté et préparations à base de ces produits ou à base de thé ou maté","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Extraits, essences et concentrés de café, de thé ou de maté et préparations à base de ces produits ou à base de thé ou maté","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Extraits, essences et concentrés de café, de thé ou de maté et préparations à base de ces produits ou à base de thé ou maté","2017","million kcal","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Extraits, essences et concentrés de café, de thé ou de maté et préparations à base de ces produits ou à base de thé ou maté","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Extraits, essences et concentrés de café, de thé ou de maté et préparations à base de ces produits ou à base de thé ou maté","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Farine de blé et de méteil","2017","tonnes","1946644"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Production","Farine de blé et de méteil","2017","tonnes","7426960"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Farine de blé et de méteil","2017","tonnes","163783.68"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Farine de blé et de méteil","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Farine de blé et de méteil","2017","tonnes","940577.19"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Transformés","Farine de blé et de méteil","2017","tonnes","1129166.67"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Farine de blé et de méteil","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Farine de blé et de méteil","2017","tonnes","5521000"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Farine de blé et de méteil","2017","Kcal/personne/jour","631.59"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Farine de blé et de méteil","2017","g/personne/jour","183.07"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Farine de blé et de méteil","2017","g/personne/jour","19.95"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Farine de blé et de méteil","2017","g/personne/jour","2.93"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Farine de blé et de méteil","2017","million kcal","19047450"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Farine de blé et de méteil","2017","tonnes","601789"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Farine de blé et de méteil","2017","tonnes","88336"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Farine de céréales mélangées","2017","tonnes","9830"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Production","Farine de céréales mélangées","2017","tonnes","13167.05"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Farine de céréales mélangées","2017","tonnes","5100.41"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Farine de céréales mélangées","2017","tonnes","-10200"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Farine de céréales mélangées","2017","tonnes","28418.78"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Farine de céréales mélangées","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Farine de céréales mélangées","2017","tonnes","48.68"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Farine de céréales mélangées","2017","Kcal/personne/jour","0.01"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Farine de céréales mélangées","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Farine de céréales mélangées","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Farine de céréales mélangées","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Farine de céréales mélangées","2017","million kcal","168.93"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Farine de céréales mélangées","2017","tonnes","4.62"
